id	command	search_clause	 not_clause	replace_clause	case sensitive	Latin_name	common_name	local_name	alt_names	note_clause	crops	doit	must_update	comments	import id	exp_cnt	chk	dummy
320	sp_update	Radopholus Nematodes										0	0	Radopholus Nematodes	230721			
321	sp_update	Rats										0	0	Rats	230721			
322	sp_update	Red flour beetles										0	0	Red flour beetles	230721			
323	sp_update	Red rot										0	0	Red rot	230721			
324	sp_update	Red sprangletop										0	0	Red sprangletop	230721			
325	sp_update	Reniform										0	0	Reniform	230721			
326	sp_update	Rhizoctania sheath blight										0	0	Rhizoctania sheath blight	230721			
327	sp_update	Rhizopertha dominica										0	0	Rhizopertha dominica	230721			
328	sp_update	Rhyzopertha dominica										0	0	Rhyzopertha dominica	230721			
329	sp_update	Rice black bug										0	0	Rice black bug	230721			
330	sp_update	Rice blast										0	0	Rice blast	230721			
331	sp_update	Rice bug										0	0	Rice bug	230721			
332	sp_update	Rice bug ( drone spray application)										0	0	Rice bug ( drone spray application)	230721			
333	sp_update	Rice flatsedge										0	0	Rice flatsedge	230721			
334	sp_update	Rice flatSedges										0	0	Rice flatSedges	230721			
335	sp_update	Rice leaf folder										0	0	Rice leaf folder	230721			
336	sp_update	Rice Sedges										0	0	Rice Sedges	230721			
337	sp_update	Rice semborer										0	0	Rice semborer	230721			
338	sp_update	Rice stem borer										0	0	Rice stem borer	230721			
339	sp_update	Rice weevil										0	0	Rice weevil	230721			
340	sp_update	Rice whorl maggot										0	0	Rice whorl maggot	230721			
341	sp_update	Rind borer										0	0	Rind borer	230721			
342	sp_update	Rindworm										0	0	Rindworm	230721			
343	sp_update	Ringspot										0	0	Ringspot	230721			
344	sp_update	Ripener										0	0	Ripener	230721			
345	sp_update	Ripening										0	0	Ripening	230721			
346	sp_update	Rodents										0	0	Rodents	230721			
347	sp_update	Roof flies										0	0	Roof flies	230721			
348	sp_update	Root disease										0	0	Root disease	230721			
349	sp_update	Root fly										0	0	Root fly	230721			
350	sp_update	Root rot										0	0	Root rot	230721			
351	sp_update	Root rot caused by pythophthora sp .										0	0	Root rot caused by pythophthora sp .	230721			
352	sp_update	Root-knot Nematodes										0	0	Root-knot Nematodes	230721			
353	sp_update	Ruminants										0	0	Ruminants	230721			
354	sp_update	Rusetting										0	0	Rusetting	230721			
355	sp_update	Rust										0	0	Rust	230721			
356	sp_update	Rust-red grain beetle										0	0	Rust-red grain beetle	230721			
357	sp_update	Rusts										0	0	Rusts	230721			
358	sp_update	Saramolla grass										0	0	Saramolla grass	230721			
359	sp_update	Saramolla grass)										0	0	Saramolla grass)	230721			
360	sp_update	Saw toothed grain beetle										0	0	Saw toothed grain beetle	230721			
361	sp_update	Scab										0	0	Scab	230721			
362	sp_update	Scale imsects										0	0	Scale imsects	230721			
363	sp_update	Scale insect										0	0	Scale insect	230721			
364	sp_update	Scarring beetle										0	0	Scarring beetle	230721			
365	sp_update	Scarring beetle aphids										0	0	Scarring beetle aphids	230721			
366	sp_update	Sedges										0	0	Sedges	230721			
367	sp_update	Sedges (rice flatsedge )										0	0	Sedges (rice flatsedge )	230721			
368	sp_update	Sedges and										0	0	Sedges and	230721			
369	sp_update	Sedges rice flatsedge (ubod-ubod)										0	0	Sedges rice flatsedge (ubod-ubod)	230721			
370	sp_update	Seed borer										0	0	Seed borer	230721			
371	sp_update	Seeding blight										0	0	Seeding blight	230721			
372	sp_update	Seeding blight (fusarium verticilliodes)										0	0	Seeding blight (fusarium verticilliodes)	230721			
373	sp_update	Seeding maggot										0	0	Seeding maggot	230721			
374	sp_update	Semilooper										0	0	Semilooper	230721			
375	sp_update	SemiLoopers										0	0	SemiLoopers	230721			
376	sp_update	Semi-Slugs 										0	0	Semi-Slugs 	230721			
377	sp_update	Septoria										0	0	Septoria	230721			
378	sp_update	Septoria fruit spot										0	0	Septoria fruit spot	230721			
379	sp_update	Septoria leaf spot										0	0	Septoria leaf spot	230721			
380	sp_update	Septorial leaf spot										0	0	Septorial leaf spot	230721			
381	sp_update	Shaded condition:mixed weeds (grasses										0	0	Shaded condition:mixed weeds (grasses	230721			
382	sp_update	Shaded conditions: cogon ; immature										0	0	Shaded conditions: cogon ; immature	230721			
383	sp_update	Shaded conditions: cogon; immature										0	0	Shaded conditions: cogon; immature	230721			
384	sp_update	Shaded conditions: mixed weeds (grasses										0	0	Shaded conditions: mixed weeds (grasses	230721			
385	sp_update	Shaded-condition: mixed weeds (grasses										0	0	Shaded-condition: mixed weeds (grasses	230721			
386	sp_update	Sheat blight										0	0	Sheat blight	230721			
387	sp_update	Sheath blighjt										0	0	Sheath blighjt	230721			
388	sp_update	Sheath blight										0	0	Sheath blight	230721			
389	sp_update	Sheath blight caused by rhizostonia solani										0	0	Sheath blight caused by rhizostonia solani	230721			
390	sp_update	Sheath rot										0	0	Sheath rot	230721			
391	sp_update	Shoot borer										0	0	Shoot borer	230721			
392	sp_update	Shoot/fruitborder										0	0	Shoot/fruitborder	230721			
393	sp_update	Shot hole disease										0	0	Shot hole disease	230721			
394	sp_update	Siagatoka										0	0	Siagatoka	230721			
395	sp_update	Sigatoka										0	0	Sigatoka	230721			
396	sp_update	Silk beetle										0	0	Silk beetle	230721			
397	sp_update	Silkworm										0	0	Silkworm	230721			
398	sp_update	Sitophilus spp.										0	0	Sitophilus spp.	230721			
399	sp_update	Slugs										0	0	Slugs	230721			
400	sp_update	Slugs Snails										0	0	Slugs Snails	230721			
401	sp_update	Smoky fruit										0	0	Smoky fruit	230721			
402	sp_update	Snails										0	0	Snails	230721			
403	sp_update	Soil insects										0	0	Soil insects	230721			
404	sp_update	Soil pests										0	0	Soil pests	230721			
405	sp_update	Sooty mold										0	0	Sooty mold	230721			
406	sp_update	Sour paralum										0	0	Sour paralum	230721			
407	sp_update	Sour paspalum grass										0	0	Sour paspalum grass	230721			
408	sp_update	Souring beetle										0	0	Souring beetle	230721			
409	sp_update	Southern leaf blight (through drone spraying)										0	0	Southern leaf blight (through drone spraying)	230721			
410	sp_update	Spear rot										0	0	Spear rot	230721			
411	sp_update	Spider mites										0	0	Spider mites	230721			
412	sp_update	Spindle top										0	0	Spindle top	230721			
413	sp_update	Spindletop										0	0	Spindletop	230721			
414	sp_update	Squash beetle										0	0	Squash beetle	230721			
415	sp_update	Squash bug										0	0	Squash bug	230721			
416	sp_update	Stem blight										0	0	Stem blight	230721			
417	sp_update	Stem blight (phoma asparagi ) leaf blight (cercospora asparagi)										0	0	Stem blight (phoma asparagi ) leaf blight (cercospora asparagi)	230721			
418	sp_update	Stem bligjht (phoma asparagi )										0	0	Stem bligjht (phoma asparagi )	230721			
419	sp_update	Stem borer										0	0	Stem borer	230721			
420	sp_update	Stem end rot										0	0	Stem end rot	230721			
421	sp_update	Stem rot										0	0	Stem rot	230721			
422	sp_update	Stemnborer										0	0	Stemnborer	230721			
423	sp_update	Stink bug										0	0	Stink bug	230721			
424	sp_update	Stored grain pests										0	0	Stored grain pests	230721			
425	sp_update	Strawberry leaf spot										0	0	Strawberry leaf spot	230721			
426	sp_update	Sugarcane borer										0	0	Sugarcane borer	230721			
427	sp_update	Sugarcane white grub										0	0	Sugarcane white grub	230721			
428	sp_update	Surface disinfection										0	0	Surface disinfection	230721			
429	sp_update	Surface disinfection in animal facilities (livestock housing										0	0	Surface disinfection in animal facilities (livestock housing	230721			
430	sp_update	"Surface disinfection in animal facilities (livestock housing,Abbaitors,Animal transport,Equipment,And warehouse for"										0	0	"Surface disinfection in animal facilities (livestock housing,Abbaitors,Animal transport,Equipment,And warehouse for"	230721			
431	sp_update	Surfactant for narkis 100 sc										0	0	Surfactant for narkis 100 sc	230721			
432	sp_update	Surfactant on bisig sc 100										0	0	Surfactant on bisig sc 100	230721			
433	sp_update	Surfactant on bisig sc 100										0	0	Surfactant on bisig sc 100	230721			
434	sp_update	Surfactant on nominee 100 sc										0	0	Surfactant on nominee 100 sc	230721			
435	sp_update	Surfactant on nominee 100 sc										0	0	Surfactant on nominee 100 sc	230721			
436	sp_update	Surfactant on razer 10 sc										0	0	Surfactant on razer 10 sc	230721			
437	sp_update	Surfactant on razer 10 sc										0	0	Surfactant on razer 10 sc	230721			
438	sp_update	Swine										0	0	Swine	230721			
439	sp_update	Swine										0	0	Swine	230721			
440	sp_update	Symphylid										0	0	Symphylid	230721			
441	sp_update	Symphylid										0	0	Symphylid	230721			
442	sp_update	Syndrella										0	0	Syndrella	230721			
443	sp_update	Syndrella										0	0	Syndrella	230721			
444	sp_update	Talahib										0	0	Talahib	230721			
445	sp_update	Talahib										0	0	Talahib	230721			
446	sp_update	Talahib grass										0	0	Talahib grass	230721			
447	sp_update	Talahib grass										0	0	Talahib grass	230721			
448	sp_update	Termite										0	0	Termite	230721			
449	sp_update	Termite										0	0	Termite	230721			
450	sp_update	Thielaviopsis spp.										0	0	Thielaviopsis spp.	230721			
451	sp_update	Thielaviopsis spp.										0	0	Thielaviopsis spp.	230721			
452	sp_update	Thrip										0	0	Thrip	230721			
453	sp_update	Thrip										0	0	Thrip	230721			
454	sp_update	Thrips										0	0	Thrips	230721			
455	sp_update	Thrips										0	0	Thrips	230721			
456	sp_update	Thrips boll weevil										0	0	Thrips boll weevil	230721			
457	sp_update	Thrips boll weevil										0	0	Thrips boll weevil	230721			
458	sp_update	Tip bores										0	0	Tip bores	230721			
459	sp_update	Tip bores										0	0	Tip bores	230721			
460	sp_update	Tip hopper										0	0	Tip hopper	230721			
461	sp_update	Tip hopper										0	0	Tip hopper	230721			
462	sp_update	Tipborer										0	0	Tipborer	230721			
463	sp_update	Tipborer										0	0	Tipborer	230721			
464	sp_update	Tire 										0	0	Tire 	230721			
465	sp_update	Tire 										0	0	Tire 	230721			
466	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum )										0	0	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum )	230721			
467	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum )										0	0	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum )	230721			
468	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum ) and										0	0	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum ) and	230721			
469	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum ) and										0	0	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum ) and	230721			
470	sp_update	Tobacco budworm										0	0	Tobacco budworm	230721			
471	sp_update	Tobacco budworm										0	0	Tobacco budworm	230721			
472	sp_update	Tomato fruitworm										0	0	Tomato fruitworm	230721			
473	sp_update	Tomato fruitworm										0	0	Tomato fruitworm	230721			
474	sp_update	Tool										0	0	Tool	230721			
475	sp_update	Tool										0	0	Tool	230721			
476	sp_update	Tribolium castaneum										0	0	Tribolium castaneum	230721			
477	sp_update	Tribolium castaneum										0	0	Tribolium castaneum	230721			
478	sp_update	Trips										0	0	Trips	230721			
479	sp_update	Trips										0	0	Trips	230721			
480	sp_update	Tropical whiteweed										0	0	Tropical whiteweed	230721			
481	sp_update	Tropical whiteweed										0	0	Tropical whiteweed	230721			
482	sp_update	Twig borer										0	0	Twig borer	230721			
483	sp_update	Twig borer										0	0	Twig borer	230721			
484	sp_update	Twigcutter										0	0	Twigcutter	230721			
485	sp_update	Twigcutter										0	0	Twigcutter	230721			
486	sp_update	Twister										0	0	Twister	230721			
487	sp_update	Twister										0	0	Twister	230721			
488	sp_update	Twister disease										0	0	Twister disease	230721			
489	sp_update	Twister disease										0	0	Twister disease	230721			
490	sp_update	Vine'										0	0	Vine'	230721			
491	sp_update	Vine'										0	0	Vine'	230721			
492	sp_update	Volunteer rice										0	0	Volunteer rice	230721			
493	sp_update	Volunteer rice										0	0	Volunteer rice	230721			
494	sp_update	Warehouse for										0	0	Warehouse for	230721			
495	sp_update	Warehouse for										0	0	Warehouse for	230721			
496	sp_update	Water delivery system in animal facilities										0	0	Water delivery system in animal facilities	230721			
497	sp_update	Water delivery system in animal facilities										0	0	Water delivery system in animal facilities	230721			
498	sp_update	Water sanitation in animal facilities for poultry										0	0	Water sanitation in animal facilities for poultry	230721			
499	sp_update	Water sanitation in animal facilities for poultry										0	0	Water sanitation in animal facilities for poultry	230721			
500	sp_update	Water system in fish culture operations										0	0	Water system in fish culture operations	230721			
501	sp_update	Water system in fish culture operations										0	0	Water system in fish culture operations	230721			
502	sp_update	Water systems										0	0	Water systems	230721			
503	sp_update	Water systems										0	0	Water systems	230721			
504	sp_update	Web worm										0	0	Web worm	230721			
505	sp_update	Web worm										0	0	Web worm	230721			
506	sp_update	Weeds										0	0	Weeds	230721			
507	sp_update	Weeds										0	0	Weeds	230721			
508	sp_update	Weevil										0	0	Weevil	230721			
509	sp_update	Weevil										0	0	Weevil	230721			
510	sp_update	Wet bud rot										0	0	Wet bud rot	230721			
511	sp_update	Wet bud rot										0	0	Wet bud rot	230721			
512	sp_update	Wheat										0	0	Wheat	230721			
513	sp_update	Wheat										0	0	Wheat	230721			
514	sp_update	Wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )										0	0	Wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )	230721			
515	sp_update	Wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )										0	0	Wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )	230721			
516	sp_update	White backed planthopper										0	0	White backed planthopper	230721			
517	sp_update	White backed planthopper										0	0	White backed planthopper	230721			
518	sp_update	White fly										0	0	White fly	230721			
519	sp_update	White fly										0	0	White fly	230721			
520	sp_update	White grubs										0	0	White grubs	230721			
521	sp_update	White grubs										0	0	White grubs	230721			
522	sp_update	White leaf spot 										0	0	White leaf spot 	230721			
523	sp_update	White leaf spot 										0	0	White leaf spot 	230721			
524	sp_update	White leaf spot caused by chalara (thielaviopsis) paradoxa										0	0	White leaf spot caused by chalara (thielaviopsis) paradoxa	230721			
525	sp_update	White leaf spot caused by chalara (thielaviopsis) paradoxa										0	0	White leaf spot caused by chalara (thielaviopsis) paradoxa	230721			
526	sp_update	White rust										0	0	White rust	230721			
527	sp_update	White rust										0	0	White rust	230721			
528	sp_update	White spot										0	0	White spot	230721			
529	sp_update	White spot										0	0	White spot	230721			
530	sp_update	Whitegrub										0	0	Whitegrub	230721			
531	sp_update	Whitegrub										0	0	Whitegrub	230721			
532	sp_update	Whorl maggot										0	0	Whorl maggot	230721			
533	sp_update	Whorl maggot										0	0	Whorl maggot	230721			
534	sp_update	Wild rice										0	0	Wild rice	230721			
535	sp_update	Wild rice										0	0	Wild rice	230721			
536	sp_update	Wilt (fusarium )										0	0	Wilt (fusarium )	230721			
537	sp_update	Wilt (fusarium )										0	0	Wilt (fusarium )	230721			
538	sp_update	Wilt (fusarium)										0	0	Wilt (fusarium)	230721			
539	sp_update	Wilt (fusarium)										0	0	Wilt (fusarium)	230721			
540	sp_update	Yellow sigatoka										0	0	Yellow sigatoka	230721			
